Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year,Sector,Latitude,Longitude
GE HEALTHCARE,"Kouterveldstraat 20, 1831 Machelen (Brab.), Belgium","46460, 32500, 27510, 33101, 29710, 51460",404632629,1920-07-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=404632629, databe: https://data.be/en/company/0404632629, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0404632629&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0404632629, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=404632629, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0404632629, kbodata: http://data.kbodata.be/organisation/0404_632_629, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0404632629, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0404632629, opencorporates: https://opencorporates.com/companies/be/0404632629, opencorporatesapi: https://api.opencorporates.com/companies/be/0404632629, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0404632629, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0404632629, trendstop: http://trendstop.knack.be/en/detail/0404632629, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0404632629",112,80307.105,2022.0,VL_WSale_Farma,50.8869877,4.4563166
SERB,"Louizalaan 480, 1050 Elsene, Belgium","46460, 46460, 21201",538813719,2013-09-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=538813719, databe: https://data.be/en/company/0538813719, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0538813719&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0538813719, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=538813719, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0538813719, kbodata: http://data.kbodata.be/organisation/0538_813_719, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0538813719, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0538813719, opencorporates: https://opencorporates.com/companies/be/0538813719, opencorporatesapi: https://api.opencorporates.com/companies/be/0538813719, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0538813719, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0538813719, trendstop: http://trendstop.knack.be/en/detail/0538813719, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0538813719",9,78463.774,2022.0,VL_WSale_Farma,50.8171763,4.3723785
GILEAD SCIENCES BELGIUM,"Culliganlaan 2D, 1831 Machelen (Brab.), Belgium","46460, 46460",882565584,2006-07-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=882565584, databe: https://data.be/en/company/0882565584, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0882565584&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0882565584, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=882565584, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0882565584, kbodata: http://data.kbodata.be/organisation/0882_565_584, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0882565584, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0882565584, opencorporates: https://opencorporates.com/companies/be/0882565584, opencorporatesapi: https://api.opencorporates.com/companies/be/0882565584, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0882565584, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0882565584, trendstop: http://trendstop.knack.be/en/detail/0882565584, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0882565584",46,77531.608,2022.0,VL_WSale_Farma,50.8848148,4.451775
ZIMMER BIOMET,"Culliganlaan 2A, 1831 Machelen (Brab.), Belgium","46460, 46460, 51460, 51460",474708991,2001-04-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=474708991, databe: https://data.be/en/company/0474708991, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0474708991&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0474708991, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=474708991, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0474708991, kbodata: http://data.kbodata.be/organisation/0474_708_991, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0474708991, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0474708991, opencorporates: https://opencorporates.com/companies/be/0474708991, opencorporatesapi: https://api.opencorporates.com/companies/be/0474708991, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0474708991, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0474708991, trendstop: http://trendstop.knack.be/en/detail/0474708991, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0474708991",99,75789.37,2022.0,VL_WSale_Farma,50.8855399,4.451271
PORTON EUROPE,"Steenweg op Antwerpen 99, 2300 Turnhout, Belgium","46460, 46460",899916015,2008-08-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=899916015, databe: https://data.be/en/company/0899916015, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0899916015&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0899916015, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=899916015, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0899916015, kbodata: http://data.kbodata.be/organisation/0899_916_015, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0899916015, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0899916015, opencorporates: https://opencorporates.com/companies/be/0899916015, opencorporatesapi: https://api.opencorporates.com/companies/be/0899916015, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0899916015, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0899916015, trendstop: http://trendstop.knack.be/en/detail/0899916015, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0899916015",1,66073.316,2022.0,VL_WSale_Farma,51.3189241,4.9194765
ANTWERPS DISTRIBUTIE CENTRUM,"Beekhoekstraat 97, 2540 Hove, Belgium","46460, 46460, 51460, 51460",433940287,1988-03-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=433940287, databe: https://data.be/en/company/0433940287, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0433940287&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0433940287, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=433940287, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0433940287, kbodata: http://data.kbodata.be/organisation/0433_940_287, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0433940287, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0433940287, opencorporates: https://opencorporates.com/companies/be/0433940287, opencorporatesapi: https://api.opencorporates.com/companies/be/0433940287, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0433940287, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0433940287, trendstop: http://trendstop.knack.be/en/detail/0433940287, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0433940287",83,64896.781,2022.0,VL_WSale_Farma,51.1447853,4.4690322
FRESENIUS KABI,"Brandekensweg 9, 2627 Schelle, Belgium","46460, 46460, 51900, 51460",458813760,1996-09-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=458813760, databe: https://data.be/en/company/0458813760, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0458813760&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0458813760, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=458813760, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0458813760, kbodata: http://data.kbodata.be/organisation/0458_813_760, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0458813760, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0458813760, opencorporates: https://opencorporates.com/companies/be/0458813760, opencorporatesapi: https://api.opencorporates.com/companies/be/0458813760, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0458813760, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0458813760, trendstop: http://trendstop.knack.be/en/detail/0458813760, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0458813760",67,64840.346,2022.0,VL_WSale_Farma,51.1141297,4.3635164
ABBOTT MEDICAL BELGIUM,"Da Vincilaan 11, 1930 Zaventem, Belgium","46460, 46460, 51460, 51460",441665942,1990-09-28,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=441665942, databe: https://data.be/en/company/0441665942, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0441665942&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0441665942, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=441665942, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0441665942, kbodata: http://data.kbodata.be/organisation/0441_665_942, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0441665942, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0441665942, opencorporates: https://opencorporates.com/companies/be/0441665942, opencorporatesapi: https://api.opencorporates.com/companies/be/0441665942, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0441665942, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0441665942, trendstop: http://trendstop.knack.be/en/detail/0441665942, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0441665942",83,70843.808,2022.0,VL_WSale_Farma,50.8897747,4.458034899999999
MENARINI BENELUX,"De Kleetlaan 3, 1831 Machelen (Brab.), Belgium","46460, 46460, 51460, 51460",403075481,1958-12-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403075481, databe: https://data.be/en/company/0403075481, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403075481&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403075481, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403075481, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403075481, kbodata: http://data.kbodata.be/organisation/0403_075_481, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403075481, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403075481, opencorporates: https://opencorporates.com/companies/be/0403075481, opencorporatesapi: https://api.opencorporates.com/companies/be/0403075481, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403075481, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403075481, trendstop: http://trendstop.knack.be/en/detail/0403075481, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403075481",151,68950.666,2022.0,VL_WSale_Farma,50.8878917,4.450635699999999
SERVIER BENELUX,"Internationalelaan 57, 1070 Anderlecht, Belgium","46460, 46460, 51460, 51460",408056927,1971-01-29,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=408056927, databe: https://data.be/en/company/0408056927, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0408056927&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0408056927, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=408056927, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0408056927, kbodata: http://data.kbodata.be/organisation/0408_056_927, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0408056927, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0408056927, opencorporates: https://opencorporates.com/companies/be/0408056927, opencorporatesapi: https://api.opencorporates.com/companies/be/0408056927, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0408056927, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0408056927, trendstop: http://trendstop.knack.be/en/detail/0408056927, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0408056927",42,66801.415,2022.0,VL_WSale_Farma,50.8131496,4.3009696
EUMEDICA,"ARNOLD BOCKLIN STRASSE 1, 4051 BASEL, Belgium","46460, 51460",862003960,2003-12-03,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=862003960, databe: https://data.be/en/company/0862003960, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0862003960&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0862003960, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=862003960, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0862003960, kbodata: http://data.kbodata.be/organisation/0862_003_960, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0862003960, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0862003960, opencorporates: https://opencorporates.com/companies/be/0862003960, opencorporatesapi: https://api.opencorporates.com/companies/be/0862003960, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0862003960, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0862003960, trendstop: http://trendstop.knack.be/en/detail/0862003960, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0862003960",123,62713.891,2022.0,VL_WSale_Farma,47.5509924,7.579063700000001
LIVANOVA BELGIUM,"Ikaroslaan 83, 1930 Zaventem, Belgium","46460, 46460, 51460, 51460",403011739,1968-01-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403011739, databe: https://data.be/en/company/0403011739, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403011739&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403011739, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403011739, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403011739, kbodata: http://data.kbodata.be/organisation/0403_011_739, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403011739, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403011739, opencorporates: https://opencorporates.com/companies/be/0403011739, opencorporatesapi: https://api.opencorporates.com/companies/be/0403011739, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403011739, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403011739, trendstop: http://trendstop.knack.be/en/detail/0403011739, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403011739",34,61550.397,2022.0,VL_WSale_Farma,50.87764629999999,4.4928436
IPSEN,"Guldensporenpark 87, 9820 Merelbeke, Belgium","21201, 46460, 21201, 51460, 24421, 51460",422650477,1982-04-09,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=422650477, databe: https://data.be/en/company/0422650477, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0422650477&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0422650477, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=422650477, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0422650477, kbodata: http://data.kbodata.be/organisation/0422_650_477, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0422650477, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0422650477, opencorporates: https://opencorporates.com/companies/be/0422650477, opencorporatesapi: https://api.opencorporates.com/companies/be/0422650477, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0422650477, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0422650477, trendstop: http://trendstop.knack.be/en/detail/0422650477, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0422650477",40,58240.729,2022.0,VL_WSale_Farma,51.0053059,3.7543421
VERMEIREN,"Hammestraat 22, 9300 Aalst, Belgium",,400923467,1967-08-08,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=400923467, databe: https://data.be/en/company/0400923467, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0400923467&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0400923467, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=400923467, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0400923467, kbodata: http://data.kbodata.be/organisation/0400_923_467, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0400923467, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0400923467, opencorporates: https://opencorporates.com/companies/be/0400923467, opencorporatesapi: https://api.opencorporates.com/companies/be/0400923467, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0400923467, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0400923467, trendstop: http://trendstop.knack.be/en/detail/0400923467, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0400923467",59,57941.231,2022.0,VL_WSale_Farma,50.9609404,4.0510844
MERCK,"Ildefonse Vandammestraat 5/7B, 1560 Hoeilaart, Belgium","46460, 46460, 51460, 51460",403047965,1951-08-23,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403047965, databe: https://data.be/en/company/0403047965, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403047965&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403047965, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403047965, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403047965, kbodata: http://data.kbodata.be/organisation/0403_047_965, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403047965, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403047965, opencorporates: https://opencorporates.com/companies/be/0403047965, opencorporatesapi: https://api.opencorporates.com/companies/be/0403047965, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403047965, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403047965, trendstop: http://trendstop.knack.be/en/detail/0403047965, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403047965",55,60734.447,2022.0,VL_WSale_Farma,50.7652417,4.4493985
SONOVA BELGIUM,"Z. 3 Doornveld 122, 1731 Asse, Belgium","46460, 46460, 64200, 51460, 65234",458388445,1996-06-25,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=458388445, databe: https://data.be/en/company/0458388445, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0458388445&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0458388445, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=458388445, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0458388445, kbodata: http://data.kbodata.be/organisation/0458_388_445, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0458388445, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0458388445, opencorporates: https://opencorporates.com/companies/be/0458388445, opencorporatesapi: https://api.opencorporates.com/companies/be/0458388445, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0458388445, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0458388445, trendstop: http://trendstop.knack.be/en/detail/0458388445, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0458388445",18,57028.128,2022.0,VL_WSale_Farma,50.89133469999999,4.2610331
GALAPAGOS BIOPHARMA BELGIUM,"Generaal De Wittelaan L11 A3, 2800 Mechelen, Belgium","46460, 46460",727786248,2019-06-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=727786248, databe: https://data.be/en/company/0727786248, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0727786248&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0727786248, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=727786248, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0727786248, kbodata: http://data.kbodata.be/organisation/0727_786_248, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0727786248, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0727786248, opencorporates: https://opencorporates.com/companies/be/0727786248, opencorporatesapi: https://api.opencorporates.com/companies/be/0727786248, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0727786248, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0727786248, trendstop: http://trendstop.knack.be/en/detail/0727786248, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0727786248",16,59005.425,2022.0,VL_WSale_Farma,51.0579587,4.4537809
TOSOH EUROPE,"Transportstraat 4, 3980 Tessenderlo, Belgium","46460, 46460, 52320, 51550",425952041,1984-06-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=425952041, databe: https://data.be/en/company/0425952041, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0425952041&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0425952041, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=425952041, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0425952041, kbodata: http://data.kbodata.be/organisation/0425_952_041, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0425952041, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0425952041, opencorporates: https://opencorporates.com/companies/be/0425952041, opencorporatesapi: https://api.opencorporates.com/companies/be/0425952041, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0425952041, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0425952041, trendstop: http://trendstop.knack.be/en/detail/0425952041, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0425952041",51,55293.791,2022.0,VL_WSale_Farma,51.068259,5.147299299999999
