Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year
AREGA PHARMA,"Laarstraat 16, 2610 Antwerpen, Belgium","46460, 46460, 46389, 46442, 46450, 70220",722544585,2019-03-08,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=722544585, databe: https://data.be/en/company/0722544585, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0722544585&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0722544585, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=722544585, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0722544585, kbodata: http://data.kbodata.be/organisation/0722_544_585, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0722544585, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0722544585, opencorporates: https://opencorporates.com/companies/be/0722544585, opencorporatesapi: https://api.opencorporates.com/companies/be/0722544585, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0722544585, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0722544585, trendstop: http://trendstop.knack.be/en/detail/0722544585, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0722544585",53,49102.731,2022.0
COLOPLAST BELGIUM,"Guido Gezellestraat 121, 1654 Beersel, Belgium","46460, 46460, 51460, 51460",423051642,1982-11-16,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=423051642, databe: https://data.be/en/company/0423051642, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0423051642&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0423051642, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=423051642, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0423051642, kbodata: http://data.kbodata.be/organisation/0423_051_642, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0423051642, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0423051642, opencorporates: https://opencorporates.com/companies/be/0423051642, opencorporatesapi: https://api.opencorporates.com/companies/be/0423051642, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0423051642, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0423051642, trendstop: http://trendstop.knack.be/en/detail/0423051642, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0423051642",49,48899.169,2023.0
TOP CLASS PRODUCTS & SERVICES,"Wingepark 16A, 3110 Rotselaar, Belgium","46460, 46460, 51460, 51460",442889528,1991-02-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=442889528, databe: https://data.be/en/company/0442889528, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0442889528&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0442889528, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=442889528, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0442889528, kbodata: http://data.kbodata.be/organisation/0442_889_528, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0442889528, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0442889528, opencorporates: https://opencorporates.com/companies/be/0442889528, opencorporatesapi: https://api.opencorporates.com/companies/be/0442889528, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0442889528, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0442889528, trendstop: http://trendstop.knack.be/en/detail/0442889528, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0442889528",23,50650.321,2022.0
UPSA BELGIUM,"Louis Schmidtlaan 87, 1040 Etterbeek, Belgium","46460, 46460",725595929,2019-04-23,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=725595929, databe: https://data.be/en/company/0725595929, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0725595929&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0725595929, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=725595929, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0725595929, kbodata: http://data.kbodata.be/organisation/0725_595_929, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0725595929, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0725595929, opencorporates: https://opencorporates.com/companies/be/0725595929, opencorporatesapi: https://api.opencorporates.com/companies/be/0725595929, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0725595929, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0725595929, trendstop: http://trendstop.knack.be/en/detail/0725595929, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0725595929",13,50011.706,2022.0
V.M.D.,"Hoge Mauw 900, 2370 Arendonk, Belgium","21201, 46460, 21201, 51460, 52310, 52320, 24421",413622648,1973-11-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=413622648, databe: https://data.be/en/company/0413622648, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0413622648&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0413622648, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=413622648, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0413622648, kbodata: http://data.kbodata.be/organisation/0413_622_648, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0413622648, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0413622648, opencorporates: https://opencorporates.com/companies/be/0413622648, opencorporatesapi: https://api.opencorporates.com/companies/be/0413622648, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0413622648, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0413622648, trendstop: http://trendstop.knack.be/en/detail/0413622648, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0413622648",44,47585.287,2022.0
MSD ANIMAL HEALTH,"Lynxbinnenhof 5, 1200 Sint-Lambrechts-Woluwe, Belgium","46460, 46460, 51460, 51460",453699385,1994-10-27,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=453699385, databe: https://data.be/en/company/0453699385, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0453699385&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0453699385, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=453699385, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0453699385, kbodata: http://data.kbodata.be/organisation/0453_699_385, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0453699385, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0453699385, opencorporates: https://opencorporates.com/companies/be/0453699385, opencorporatesapi: https://api.opencorporates.com/companies/be/0453699385, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0453699385, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0453699385, trendstop: http://trendstop.knack.be/en/detail/0453699385, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0453699385",60,49468.592,2022.0
ORGANON BELGIUM,"Handelsstraat 31, 1000 Brussel, Belgium","46460, 46460",741785526,2020-01-20,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=741785526, databe: https://data.be/en/company/0741785526, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0741785526&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0741785526, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=741785526, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0741785526, kbodata: http://data.kbodata.be/organisation/0741_785_526, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0741785526, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0741785526, opencorporates: https://opencorporates.com/companies/be/0741785526, opencorporatesapi: https://api.opencorporates.com/companies/be/0741785526, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0741785526, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0741785526, trendstop: http://trendstop.knack.be/en/detail/0741785526, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0741785526",37,48775.257,2022.0
KANEKA MEDICAL EUROPE,"Lenneke Marelaan 8, 1932 Zaventem, Belgium","46460, 46460, 21201, 21209, 47740, 52320, 51460",453722745,1994-10-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=453722745, databe: https://data.be/en/company/0453722745, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0453722745&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0453722745, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=453722745, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0453722745, kbodata: http://data.kbodata.be/organisation/0453_722_745, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0453722745, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0453722745, opencorporates: https://opencorporates.com/companies/be/0453722745, opencorporatesapi: https://api.opencorporates.com/companies/be/0453722745, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0453722745, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0453722745, trendstop: http://trendstop.knack.be/en/detail/0453722745, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0453722745",6,48656.128,2022.0
B. BRAUN MEDICAL,"Lambroekstraat 5 B, 1831 Machelen (Brab.), Belgium","46460, 46460, 51460, 51460",407089994,1970-04-27,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=407089994, databe: https://data.be/en/company/0407089994, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0407089994&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0407089994, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=407089994, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0407089994, kbodata: http://data.kbodata.be/organisation/0407_089_994, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0407089994, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0407089994, opencorporates: https://opencorporates.com/companies/be/0407089994, opencorporatesapi: https://api.opencorporates.com/companies/be/0407089994, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0407089994, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0407089994, trendstop: http://trendstop.knack.be/en/detail/0407089994, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0407089994",86,47304.898,2022.0
AMPLIFON BELGIUM,"Alfons Gossetlaan 40, 1702 Dilbeek, Belgium","47740, 46460, 47740, 51460, 52320, 52320",418975266,1978-12-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=418975266, databe: https://data.be/en/company/0418975266, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0418975266&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0418975266, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=418975266, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0418975266, kbodata: http://data.kbodata.be/organisation/0418_975_266, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0418975266, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0418975266, opencorporates: https://opencorporates.com/companies/be/0418975266, opencorporatesapi: https://api.opencorporates.com/companies/be/0418975266, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0418975266, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0418975266, trendstop: http://trendstop.knack.be/en/detail/0418975266, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0418975266",177,41826.893,2022.0
P&G HEALTH BELGIUM,"Temselaan 100, 1853 Grimbergen, Belgium","46460, 46460, 24421, 51460",461017640,1997-06-24,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=461017640, databe: https://data.be/en/company/0461017640, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0461017640&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0461017640, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=461017640, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0461017640, kbodata: http://data.kbodata.be/organisation/0461_017_640, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0461017640, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0461017640, opencorporates: https://opencorporates.com/companies/be/0461017640, opencorporatesapi: https://api.opencorporates.com/companies/be/0461017640, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0461017640, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0461017640, trendstop: http://trendstop.knack.be/en/detail/0461017640, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0461017640",63,47051.163,2023.0
MEDISCH LABO SERVICE,"Ringlaan 7, 8930 Menen, Belgium","46460, 46460, 51460, 51460",429447902,1986-09-12,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=429447902, databe: https://data.be/en/company/0429447902, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0429447902&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0429447902, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=429447902, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0429447902, kbodata: http://data.kbodata.be/organisation/0429_447_902, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0429447902, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0429447902, opencorporates: https://opencorporates.com/companies/be/0429447902, opencorporatesapi: https://api.opencorporates.com/companies/be/0429447902, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0429447902, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0429447902, trendstop: http://trendstop.knack.be/en/detail/0429447902, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0429447902",59,38243.465,2022.0
BIOTRONIK BELGIUM,"Medialaan 36, 1800 Vilvoorde, Belgium","46460, 46460, 51460, 51460",457013718,1996-01-25,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=457013718, databe: https://data.be/en/company/0457013718, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0457013718&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0457013718, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=457013718, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0457013718, kbodata: http://data.kbodata.be/organisation/0457_013_718, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0457013718, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0457013718, opencorporates: https://opencorporates.com/companies/be/0457013718, opencorporatesapi: https://api.opencorporates.com/companies/be/0457013718, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0457013718, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0457013718, trendstop: http://trendstop.knack.be/en/detail/0457013718, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0457013718",35,44302.171,2022.0
ALL-IN-1,"Molenberglei 36, 2627 Schelle, Belgium","46460, 46460, 46389, 82990, 51460, 51384, 74879",864603461,2004-03-29,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=864603461, databe: https://data.be/en/company/0864603461, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0864603461&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0864603461, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=864603461, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0864603461, kbodata: http://data.kbodata.be/organisation/0864_603_461, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0864603461, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0864603461, opencorporates: https://opencorporates.com/companies/be/0864603461, opencorporatesapi: https://api.opencorporates.com/companies/be/0864603461, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0864603461, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0864603461, trendstop: http://trendstop.knack.be/en/detail/0864603461, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0864603461",21,38011.986,2023.0
ENERGIA PHARMA SERVICES,"Slachthuisstraat 30, 2300 Turnhout, Belgium","73200, 46460, 47299, 47740, 73110",687743460,2018-01-10,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=687743460, databe: https://data.be/en/company/0687743460, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0687743460&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0687743460, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=687743460, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0687743460, kbodata: http://data.kbodata.be/organisation/0687_743_460, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0687743460, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0687743460, opencorporates: https://opencorporates.com/companies/be/0687743460, opencorporatesapi: https://api.opencorporates.com/companies/be/0687743460, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0687743460, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0687743460, trendstop: http://trendstop.knack.be/en/detail/0687743460, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0687743460",17,36367.981,2022.0
SMITH&NEPHEW,No result,No activities found,No ID,No Start Date,No See Also Info,75,43036.104,2022.0
ORTHOSPINE,"Emile Van Becelaerelaan 158, 1170 Watermaal-Bosvoorde, Belgium",,717982122,2019-01-11,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=717982122, databe: https://data.be/en/company/0717982122, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0717982122&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0717982122, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=717982122, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0717982122, kbodata: http://data.kbodata.be/organisation/0717_982_122, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0717982122, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0717982122, opencorporates: https://opencorporates.com/companies/be/0717982122, opencorporatesapi: https://api.opencorporates.com/companies/be/0717982122, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0717982122, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0717982122, trendstop: http://trendstop.knack.be/en/detail/0717982122, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0717982122",86,40997.942,2022.0
FISHER SCIENTIFIC,"boulevard Sébastien Brant, xx, 67400 Illkirch, Graffenstaden, Belgium",,507733335,1999-04-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=507733335, databe: https://data.be/en/company/0507733335, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0507733335&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0507733335, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=507733335, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0507733335, kbodata: http://data.kbodata.be/organisation/0507_733_335, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0507733335, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0507733335, opencorporates: https://opencorporates.com/companies/be/0507733335, opencorporatesapi: https://api.opencorporates.com/companies/be/0507733335, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0507733335, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0507733335, trendstop: http://trendstop.knack.be/en/detail/0507733335, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0507733335",14,38242.235,2022.0
BOEHRINGER INGELHEIM ANIMAL HEALTH BELGIUM SA,No result,No activities found,No ID,No Start Date,No See Also Info,37,36176.964,2022.0
FRESENIUS MEDICAL CARE BELGIUM,"Brownfieldlaan 15, 2830 Willebroek, Belgium","46460, 46460, 21209, 51460, 51450, 51460",448994390,1992-12-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448994390, databe: https://data.be/en/company/0448994390, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448994390&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448994390, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448994390, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448994390, kbodata: http://data.kbodata.be/organisation/0448_994_390, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448994390, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448994390, opencorporates: https://opencorporates.com/companies/be/0448994390, opencorporatesapi: https://api.opencorporates.com/companies/be/0448994390, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448994390, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448994390, trendstop: http://trendstop.knack.be/en/detail/0448994390, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448994390",58,30820.093,2022.0
FRUTAROM BELGIUM,"Ambachtsstraat 6, 1840 Londerzeel, Belgium","46751, 46460, 51460, 51550",403593145,1967-04-21,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403593145, databe: https://data.be/en/company/0403593145, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403593145&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403593145, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403593145, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403593145, kbodata: http://data.kbodata.be/organisation/0403_593_145, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403593145, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403593145, opencorporates: https://opencorporates.com/companies/be/0403593145, opencorporatesapi: https://api.opencorporates.com/companies/be/0403593145, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403593145, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403593145, trendstop: http://trendstop.knack.be/en/detail/0403593145, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403593145",28,30556.204,2022.0
